shrid,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type,winner,vote_share_diff,dynastic,dynastic_1,dynast_3,num_cells,total_light1999,total_light_cal1999,max_light1999,total_light2004,total_light_cal2004,max_light2004,total_light2009,total_light_cal2009,max_light2009,max_light2013,ec13_district_name.x
11-09-150896,Uttar_Pradesh,13,62,1999,9,0,3,2,bhanu pratap singh varma,M,BJP,184353,NA,574855,1164371,jalaun,SC,NA,11,49.37,32.07,no,94967,16.52,3.85,GEUP84121,National Party,1605,TRUE,3,BJP,1605,JALAUN,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,7,0,0,0,0,3.5,0,0,7,0,0,jalaun
11-09-150896,Uttar_Pradesh,13,62,1999,9,0,3,1,brij lal khabri,M,BSP,197705,SC,574855,1164371,jalaun,SC,NA,11,49.37,34.39,no,13352,2.32,3.85,GEUP72496,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,2.32,0,0,0,7,0,0,0,0,3.5,0,0,7,0,0,jalaun
11-09-150896,Uttar_Pradesh,15,45,2009,4,0,4,2,tilak chandra ahirwar,M,BSP,271614,SC,797584,1684988,jalaun,SC,BUNDELKHAND,16,47.33,34.05,no,140355,17.6,3.45,GEUP12519,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,7,0,0,0,0,3.5,0,0,7,0,0,jalaun
11-09-150896,Uttar_Pradesh,14,58,2004,4,0,3,1,bhanu pratap singh verma,M,BJP,195228,SC,579777,1310156,jalaun,SC,NA,11,44.25,33.67,no,26791,4.62,3.85,GEUP84121,National Party,1605,TRUE,4,BJP,1605,JALAUN,TRUE,TRUE,3,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.62,0,0,0,7,0,0,0,0,3.5,0,0,7,0,0,jalaun
11-09-154774,Uttar_Pradesh,14,55,2004,4,0,3,1,shyama charan gupt,M,SP,185099,GEN,526335,1283915,banda,GEN,NA,13,40.99,35.17,no,56304,10.7,4.17,GEUP48662,State-based Party,7425,TRUE,2,BJP,1605,ALLAHABAD,FALSE,FALSE,1,TRUE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.7,0,0,0,6,0,0,0,0,3,0,0,6,0,0,banda
11-09-154774,Uttar_Pradesh,13,59,1999,9,0,3,2,shyam charan gupta,M,SP,181364,NA,578807,1158052,banda,GEN,NA,14,49.98,31.33,no,42457,7.34,3.45,GEUP67830,State-based Party,7425,TRUE,2,SP,7425,ALLAHABAD,FALSE,TRUE,0,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,0,0,0,0,3,0,0,6,0,0,banda
11-09-154774,Uttar_Pradesh,15,48,2009,4,0,4,1,r. k. singh patel,M,SP,240948,GEN,619218,1386265,banda,GEN,BUNDELKHAND,15,44.67,38.91,no,34593,5.59,3.57,AEUP104757,State-based Party,7425,TRUE,2,BSP,16651,ALLAHABAD,FALSE,FALSE,1,TRUE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,5.58,0,0,0,6,0,0,0,0,3,0,0,6,0,0,banda
11-09-154774,Uttar_Pradesh,15,48,2009,4,0,4,2,bhairon prasad mishra,M,BSP,206355,GEN,619218,1386265,banda,GEN,BUNDELKHAND,15,44.67,33.33,no,120768,19.5,3.57,AEUP123032,State-based Party,16651,TRUE,2,BJP,1605,BANDA,TRUE,FALSE,0,TRUE,FALSE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,0,0,0,0,3,0,0,6,0,0,banda
11-09-154774,Uttar_Pradesh,14,55,2004,4,0,3,2,ram sajeewan,M,BSP,128795,GEN,526335,1283915,banda,GEN,NA,13,40.99,24.47,no,6390,1.21,4.17,GEUP17530,State-based Party,16651,TRUE,8,BSP,16651,BANDA,TRUE,TRUE,3,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,0,0,0,0,3,0,0,6,0,0,banda
11-09-154774,Uttar_Pradesh,13,59,1999,9,0,3,1,ram sajiwan,M,BSP,209995,GEN,578807,1158052,banda,GEN,NA,14,49.98,36.28,no,28631,4.95,3.45,GEUP17530,State-based Party,16651,TRUE,7,BSP,16651,BANDA,TRUE,TRUE,3,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,4.95,0,0,0,6,0,0,0,0,3,0,0,6,0,0,banda
11-09-157641,Uttar_Pradesh,15,39,2009,4,0,4,2,prof. shivakant ojha,M,BSP,139358,GEN,641003,1435159,pratapgarh,GEN,AVADH,23,44.66,21.74,no,18106,2.82,5,GEUP12330,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,0,0,0,0,3,0,0,6,0,0,NA
11-09-157641,Uttar_Pradesh,13,24,1999,9,0,3,2,abhai pratap singh,M,BJP,196167,GEN,567099,1189143,pratapgarh,GEN,NA,19,47.69,34.59,no,117844,20.78,3.7,GEUP28520,National Party,1605,TRUE,6,SP,7425,PRATAPGARH,TRUE,FALSE,1,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,6,0,0,0,0,3,0,0,6,0,0,NA
11-09-157641,Uttar_Pradesh,14,20,2004,4,0,3,1,akshay pratap singh \gopal ji\,M,SP,238137,GEN,572548,1332216,pratapgarh,GEN,NA,15,42.98,41.59,no,69272,12.1,3.57,GEUP77570,State-based Party,7425,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Literate,Other,NA,NA,NA,Lok Sabha Election (GE),1,12.1,1,0,1,6,0,0,0,0,3,0,0,6,0,0,NA
11-09-157641,Uttar_Pradesh,13,24,1999,9,0,3,1,rajkumari ratna singh,F,INC,202170,GEN,567099,1189143,pratapgarh,GEN,NA,19,47.69,35.65,no,6003,1.06,3.7,GEUP60872,National Party,3482,TRUE,3,INC,3482,PRATAPGARH,TRUE,TRUE,2,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,1.06,1,0,1,6,0,0,0,0,3,0,0,6,0,0,NA
11-09-157641,Uttar_Pradesh,15,39,2009,4,0,4,1,rajkumari ratna singh,F,INC,169137,GEN,641003,1435159,pratapgarh,GEN,AVADH,23,44.66,26.39,no,29779,4.65,5,GEUP60872,National Party,3482,TRUE,5,INC,3482,PRATAPGARH,TRUE,TRUE,3,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.65,1,0,1,6,0,0,0,0,3,0,0,6,0,0,NA
11-09-157641,Uttar_Pradesh,14,20,2004,4,0,3,2,rajkumari ratna singh,F,INC,168865,GEN,572548,1332216,pratapgarh,GEN,NA,15,42.98,29.49,no,85989,15.02,3.57,GEUP60872,National Party,3482,TRUE,4,INC,3482,PRATAPGARH,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,6,0,0,0,0,3,0,0,6,0,0,NA
11-09-159861,Uttar_Pradesh,15,50,2009,4,0,4,1,shailendra kumar,M,SP,246501,SC,551311,1391312,kaushambi,SC,EAST,10,39.63,44.71,no,55789,10.12,3.03,GEUP100191,State-based Party,7425,TRUE,4,SP,7425,CHAIL,FALSE,TRUE,3,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.12,1,0,1,9,6,7,4,16.5,26.5,3.5,16,25,4,7,kaushambi
11-09-159861,Uttar_Pradesh,15,50,2009,4,0,4,2,girish chandra pasi,M,BSP,190712,SC,551311,1391312,kaushambi,SC,EAST,10,39.63,34.59,no,149947,27.2,3.03,GEUP12686,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,9,6,7,4,16.5,26.5,3.5,16,25,4,7,kaushambi
11-09-168676,Uttar_Pradesh,15,38,2009,4,0,4,2,mohd.tahir,M,BSP,201632,GEN,707855,1430955,sultanpur,GEN,AVADH,16,49.47,28.48,no,93737,13.24,3.57,GEUP77601,State-based Party,16651,TRUE,2,BSP,16651,SULTANPUR,TRUE,TRUE,1,FALSE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,0,0,0,0,3,0,0,6,0,0,sultanpur
11-09-168676,Uttar_Pradesh,14,22,2004,4,0,3,1,mohd. tahir,M,BSP,261564,GEN,721049,1465273,sultanpur,GEN,NA,15,49.21,36.28,no,101810,14.12,4,GEUP77601,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,14.12,0,0,0,6,0,0,0,0,3,0,0,6,0,0,sultanpur
11-09-168676,Uttar_Pradesh,13,26,1999,9,0,3,1,jai bhadra singh,M,BSP,173558,NA,610404,1220728,sultanpur,GEN,NA,16,50,28.43,no,14599,2.39,4.55,GEUP71982,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,2.39,0,0,0,6,0,0,0,0,3,0,0,6,0,0,sultanpur
11-09-168676,Uttar_Pradesh,13,26,1999,9,0,3,2,ram lakhan verma,M,SP,158959,NA,610404,1220728,sultanpur,GEN,NA,16,50,26.04,no,29434,4.82,4.55,GEUP71974,State-based Party,7425,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,0,0,0,0,3,0,0,6,0,0,sultanpur
11-09-168676,Uttar_Pradesh,15,38,2009,4,0,4,1,dr.sanjay singh,M,INC,300411,GEN,707855,1430955,sultanpur,GEN,AVADH,16,49.47,42.44,no,98779,13.95,3.57,GEUP67448,National Party,3482,TRUE,3,BJP,1605,AMETHI,FALSE,FALSE,2,TRUE,FALSE,FALSE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),1,13.96,1,0,1,6,0,0,0,0,3,0,0,6,0,0,sultanpur
11-09-168676,Uttar_Pradesh,14,22,2004,4,0,3,2,shailendra pratap singh,M,SP,159754,GEN,721049,1465273,sultanpur,GEN,NA,15,49.21,22.16,no,5509,0.76,4,GEUP41020,State-based Party,7425,TRUE,2,IND,10809,SULTANPUR,TRUE,FALSE,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,0,0,0,0,3,0,0,6,0,0,sultanpur
11-09-181838,Uttar_Pradesh,15,62,2009,4,0,4,2,sharad tripathi,M,BJP,181547,GEN,800921,1694453,sant kabir nagar,GEN,NORTH-EAST,24,47.27,22.67,no,10502,1.31,5.26,GEUP80111,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,1,0,0,0,0,0.5,0,0,1,0,0,sant kabir nagar
11-09-181838,Uttar_Pradesh,15,62,2009,4,0,4,1,bhisma shankar alias kushal tiwari,M,BSP,211043,GEN,800921,1694453,sant kabir nagar,GEN,NORTH-EAST,24,47.27,26.35,no,29496,3.68,5.26,GEUP83213,State-based Party,16651,TRUE,2,BSP,16651,KHALILABAD,FALSE,TRUE,2,FALSE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.68,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,sant kabir nagar
11-09-191954,Uttar_Pradesh,14,41,2004,4,0,3,1,ramakant yadav,M,BSP,258216,GEN,711430,1425023,azamgarh,GEN,NA,13,49.92,36.3,no,6968,0.98,3.7,GEUP100180,State-based Party,16651,FALSE,4,SP,7425,AZAMGARH,TRUE,FALSE,3,TRUE,TRUE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,0.979999999999997,1,0,1,6,0,0,0,0,3,0,0,6,0,0,azamgarh
11-09-191954,Uttar_Pradesh,13,45,1999,9,0,3,2,akbar ahmad dumpy,M,BSP,200637,GEN,652880,1215261,azamgarh,GEN,NA,15,53.72,30.73,no,38759,5.94,3.7,GEUP61724,State-based Party,16651,TRUE,3,BSP,16651,AZAMGARH,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,0,0,0,0,3,0,0,6,0,0,azamgarh
11-09-191954,Uttar_Pradesh,13,45,1999,9,0,3,1,rama kant yadav,M,SP,227616,GEN,652880,1215261,azamgarh,GEN,NA,15,53.72,34.86,no,26979,4.13,3.7,GEUP100180,State-based Party,7425,TRUE,3,SP,7425,AZAMGARH,TRUE,TRUE,2,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,4.13,1,0,1,6,0,0,0,0,3,0,0,6,0,0,azamgarh
11-09-191954,Uttar_Pradesh,15,69,2009,4,0,4,1,ramakant yadav,M,BJP,247648,GEN,704863,1578854,azamgarh,GEN,EAST,16,44.64,35.13,no,49039,6.96,4.17,GEUP100180,National Party,1605,TRUE,7,BJP,1605,AZAMGARH,TRUE,TRUE,4,FALSE,TRUE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,6.95,1,0,1,6,0,0,0,0,3,0,0,6,0,0,azamgarh
11-09-191954,Uttar_Pradesh,14,41,2004,4,0,3,2,durga prasad yadav,M,SP,251248,GEN,711430,1425023,azamgarh,GEN,NA,13,49.92,35.32,no,154063,21.66,3.7,AEUP111184,State-based Party,7425,FALSE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,1,1,6,0,0,0,0,3,0,0,6,0,0,azamgarh
11-09-191954,Uttar_Pradesh,15,69,2009,4,0,4,2,akbar ahmad dumpy,M,BSP,198609,GEN,704863,1578854,azamgarh,GEN,EAST,16,44.64,28.18,no,74765,10.61,4.17,GEUP61724,State-based Party,16651,TRUE,6,BSP,16651,BAREILLY,FALSE,TRUE,1,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,0,0,0,0,3,0,0,6,0,0,azamgarh
11-09-197680,Uttar_Pradesh,15,72,2009,4,0,4,1,neeraj shekhar,M,SP,276649,GEN,677729,1679029,ballia,GEN,EAST,16,40.36,40.82,no,72555,10.71,3.33,GEUP83233,State-based Party,7425,TRUE,2,SP,7425,BALIA,FALSE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.71,1,0,1,2,0,0,0,0,1,0,0,2,0,0,ballia
11-09-197680,Uttar_Pradesh,13,43,1999,9,0,3,1,chandra shekhar,M,SJP(R),235946,GEN,610924,1287826,ballia,GEN,NA,10,47.44,38.62,no,55675,9.11,3.45,GEUP24266,Local Party,7408,TRUE,8,SJP(R),7408,BALLIA,TRUE,TRUE,7,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,9.11,1,0,1,2,0,0,0,0,1,0,0,2,0,0,ballia
11-09-197680,Uttar_Pradesh,15,72,2009,4,0,4,2,sangram singh yadav,M,BSP,204094,GEN,677729,1679029,ballia,GEN,EAST,16,40.36,30.11,no,66354,9.79,3.33,GEUP13369,State-based Party,16651,TRUE,2,IND,10809,SAMBHAL,FALSE,FALSE,0,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,1,1,2,0,0,0,0,1,0,0,2,0,0,ballia
11-09-197680,Uttar_Pradesh,13,43,1999,9,0,3,2,ram krishna urf gopal,M,BJP,180271,NA,610924,1287826,ballia,GEN,NA,10,47.44,29.51,no,37624,6.16,3.45,GEUP67659,National Party,1605,TRUE,2,BJP,1605,BALLIA,TRUE,TRUE,0,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,0,0,0,0,1,0,0,2,0,0,ballia
11-09-197680,Uttar_Pradesh,14,39,2004,4,0,3,2,kapildeo yadav,M,BSP,189082,GEN,619762,1430300,ballia,GEN,NA,15,43.33,30.51,no,79583,12.84,3.23,GEUP77820,State-based Party,16651,FALSE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,0,0,0,0,1,0,0,2,0,0,ballia
11-09-197680,Uttar_Pradesh,14,39,2004,4,0,3,1,chandra shekhar,M,SJP(R),270136,GEN,619762,1430300,ballia,GEN,NA,15,43.33,43.59,no,81054,13.08,3.23,GEUP24266,Local Party,7408,FALSE,9,SJP(R),7408,BALLIA,TRUE,TRUE,8,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,13.08,1,0,1,2,0,0,0,0,1,0,0,2,0,0,ballia
11-09-203429,Uttar_Pradesh,15,75,2009,4,0,4,2,afzal ansari,M,BSP,309924,GEN,770434,1527723,ghazipur,GEN,EAST,15,50.43,40.23,no,288245,37.41,2.5,AEUP121734,State-based Party,16651,TRUE,2,SP,7425,GHAZIPUR,TRUE,FALSE,1,TRUE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,1,1,2,0,0,0,0,1,0,0,2,0,0,ghazipur
11-09-203429,Uttar_Pradesh,14,46,2004,4,0,3,1,afajal ansari,M,SP,415687,GEN,869184,1476687,ghazipur,GEN,NA,16,58.86,47.82,no,226777,26.09,3.03,AEUP121734,State-based Party,7425,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,26.09,1,1,1,2,0,0,0,0,1,0,0,2,0,0,ghazipur
11-09-203429,Uttar_Pradesh,13,50,1999,9,0,3,1,manoj,M,BJP,240592,GEN,734039,1300013,ghazipur,GEN,NA,17,56.46,32.78,no,11033,1.5,3.85,GEUP48550,National Party,1605,TRUE,4,BJP,1605,GHAZIPUR,TRUE,TRUE,2,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,1.51,0,0,0,2,0,0,0,0,1,0,0,2,0,0,ghazipur
11-09-203429,Uttar_Pradesh,14,46,2004,4,0,3,2,manoj,M,BJP,188910,GEN,869184,1476687,ghazipur,GEN,NA,16,58.86,21.73,no,3790,0.44,3.03,GEUP48550,National Party,1605,TRUE,5,BJP,1605,GHAZIPUR,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,0,0,0,0,1,0,0,2,0,0,ghazipur
11-09-203429,Uttar_Pradesh,13,50,1999,9,0,3,2,om prakash,M,SP,229559,NA,734039,1300013,ghazipur,GEN,NA,17,56.46,31.27,no,57878,7.88,3.85,GEUP67745,State-based Party,7425,TRUE,2,SP,7425,GHAZIPUR,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,2,0,0,0,0,1,0,0,2,0,0,ghazipur
11-09-203429,Uttar_Pradesh,15,75,2009,4,0,4,1,radhey mohan singh,M,SP,379233,GEN,770434,1527723,ghazipur,GEN,EAST,15,50.43,49.22,no,69309,9,2.5,GEUP13460,State-based Party,7425,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,8.99,0,0,0,2,0,0,0,0,1,0,0,2,0,0,ghazipur
11-09-214390,Uttar_Pradesh,13,71,1999,9,0,3,1,kr. devendra singh yadav,M,SP,226999,GEN,587138,1036859,etah,GEN,NA,16,56.63,38.66,no,52524,8.95,3.57,AEUP128367,State-based Party,7425,TRUE,2,SP,7425,ETAH,TRUE,TRUE,1,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,8.94,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,etah
11-09-214390,Uttar_Pradesh,15,22,2009,4,0,4,1,kalyan singh r o madholi,M,IND,275717,GEN,567725,1278295,etah,GEN,DOAB,19,44.41,48.57,no,128268,22.59,3.03,AEUP2318,Independents,10809,TRUE,2,BJP,1605,BULANDSHAHR,FALSE,FALSE,2,FALSE,TRUE,TRUE,Illiterate,Other,NA,NA,NA,Lok Sabha Election (GE),1,22.6,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,etah
11-09-214390,Uttar_Pradesh,14,67,2004,4,0,3,1,ku. devendra singh yadav,M,SP,276156,GEN,587118,1128519,etah,GEN,NA,8,52.03,47.04,no,51335,8.74,2.63,AEUP128367,State-based Party,7425,TRUE,3,SP,7425,ETAH,TRUE,TRUE,2,FALSE,TRUE,TRUE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),1,8.75,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,etah
11-09-214390,Uttar_Pradesh,13,71,1999,9,0,3,2,dr. mahadeepak singh shakya,M,BJP,174475,GEN,587138,1036859,etah,GEN,NA,16,56.63,29.72,no,72427,12.34,3.57,GEUP72621,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,etah
11-09-214390,Uttar_Pradesh,15,22,2009,4,0,4,2,kunwar devendra singh yadav,M,BSP,147449,GEN,567725,1278295,etah,GEN,DOAB,19,44.41,25.97,no,58887,10.37,3.03,AEUP128367,State-based Party,16651,TRUE,4,SP,7425,ETAH,TRUE,FALSE,2,TRUE,TRUE,TRUE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,etah
11-09-214390,Uttar_Pradesh,14,67,2004,4,0,3,2,ashok ratan shakya,M,BJP,224821,GEN,587118,1128519,etah,GEN,NA,8,52.03,38.29,no,167948,28.61,2.63,GEUP78209,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,etah
11-10-218768,Bihar,13,12,1999,9,0,3,2,anand mohan,M,BPSP,344744,NA,715936,1083123,sheohar,GEN,NA,8,66.1,48.15,no,335538,46.87,2.13,GEBR52839,Local Party,9466,TRUE,3,AIRJP,8896,SHEOHAR,TRUE,FALSE,2,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0,1,8,0,0,0,0,4,0,0,8,0,0,sheohar
11-10-218768,Bihar,14,12,2004,4,0,3,2,mohammad anwarul haq,M,BJP,229360,GEN,666398,1214428,sheohar,GEN,NA,9,54.87,34.42,no,142942,21.45,2.86,GEBR100049,National Party,1605,TRUE,4,RJD,12103,SHEOHAR,TRUE,FALSE,1,TRUE,TRUE,TRUE,Others,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,8,0,0,0,0,4,0,0,8,0,0,sheohar
11-10-218768,Bihar,15,4,2009,4,0,4,2,md. anwarul haque,M,BSP,107815,GEN,572269,1269056,sheohar,GEN,NA,15,45.09,18.84,no,18231,3.19,4,GEBR100049,State-based Party (Other State),16651,TRUE,5,BJP,1605,SHEOHAR,TRUE,FALSE,1,TRUE,FALSE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,8,0,0,0,0,4,0,0,8,0,0,sheohar
11-10-218768,Bihar,14,12,2004,4,0,3,1,sitaram singh,M,RJD,303243,GEN,666398,1214428,sheohar,GEN,NA,9,54.87,45.5,no,73883,11.09,2.86,GEBR73972,State-based Party,12103,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,11.08,1,0,1,8,0,0,0,0,4,0,0,8,0,0,sheohar
11-10-218768,Bihar,13,12,1999,9,0,3,1,md anwarul haque,M,RJD,347279,GEN,715936,1083123,sheohar,GEN,NA,8,66.1,48.51,no,2535,0.35,2.13,GEBR100049,State-based Party,12103,TRUE,3,JD,4217,SHEOHAR,TRUE,FALSE,1,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,0.359999999999999,0,0,0,8,0,0,0,0,4,0,0,8,0,0,sheohar
11-10-218768,Bihar,15,4,2009,4,0,4,1,rama devi,F,BJP,233499,GEN,572269,1269056,sheohar,GEN,NA,15,45.09,40.8,no,125684,21.96,4,GEBR64555,National Party,1605,TRUE,3,RJD,12103,MOTIHARI,FALSE,FALSE,2,TRUE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,21.96,1,1,1,8,0,0,0,0,4,0,0,8,0,0,sheohar
11-10-218971,Bihar,15,5,2009,4,0,4,2,samir kumar mahaseth,M,INC,122216,GEN,576748,1355817,sitamarhi,GEN,NA,16,42.54,21.19,no,3418,0.59,4.17,GEBR1154,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,5,18.5,24,5.5,20,27.5,5,5,10,5,7,sitamarhi
11-10-218971,Bihar,13,11,1999,9,0,3,2,suryadeo rai,M,RJD,309300,NA,742752,1126989,sitamarhi,GEN,NA,9,65.91,41.64,no,303878,40.91,2.08,GEBR69346,State-based Party,12103,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,5,18.5,24,5.5,20,27.5,5,5,10,5,7,sitamarhi
11-10-218971,Bihar,14,11,2004,4,0,3,1,sitaram yadav,M,RJD,326165,GEN,690851,1265132,sitamarhi,GEN,NA,13,54.61,47.21,no,98005,14.19,2.86,GEBR65057,State-based Party,12103,TRUE,2,RJD,12103,SITAMARHI,TRUE,TRUE,2,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,14.18,0,0,0,5,18.5,24,5.5,20,27.5,5,5,10,5,7,sitamarhi
